Timestamp,PM2.5,PM10,NO2,Data Hash,Previous Hash,Chain Hash
e34e08f1090999169bb9ac9da8a54e53f,0000000000000000000000000000000000000000000000000000000000000000,5fe97219c92c92f366e128bc7c35bb5dd01c7016a94418223ab211496cda0e82
2026-06-29T11:00,7.0,10.2,2.9,e3fe5800b3e8831f2036c7efe6663f9e34e08f1090999169bb9ac9da8a54e53f,5fe97219c92c92f366e128bc7c35bb5dd01c7016a94418223ab211496cda0e82,2aa531e9014d92ea0a3633e5e4db622df5ecb28dd63eba392da2acdf0dc93eb3
2026-06-29T11:00,7.0,10.2,2.9,e3fe5800b3e8831f2036c7efe6663f9e34e08f1090999169bb9ac9da8a54e53f,2aa531e9014d92ea0a3633e5e4db622df5ecb28dd63eba392da2acdf0dc93eb3,92b76c49987a7fe9b8cd3a289857b923a139a75c739f17ecebdbcc2b4eb47d3c
